date,candidate_id,proposal_hash,source,expected_direction,stage,dev_ic,dev_t,blend_dev_gain,virgin_ic,virgin_t,virgin_n,holdout_ic,holdout_t,holdout_n,holdout_p_onesided,fresh_ic,fresh_t,fresh_n,family_n,bh_threshold,verdict,reasons,expression,canonical,lookback,n_nodes,coverage,screen_pass,blend_by_tier,mechanism_tag,cluster_id,cluster_rep,redundant_with,max_corr,corr_with,residual_dev_ic,residual_dev_t,residual_vs,model_dev_t,model_holdout_t,oracle_flags,quarantined,horizon,pooled_ic,pooled_t,pooled_n,pooled_p_onesided,recent_ic,recent_t,recent_n,recent_p_onesided,adoption_tier,rule_version
2026-09-03,rev5_loud,8a67c5c90a8d,cc-miner:cc_20260903_h5,negative,full,-0.0130326457782657,-2.3206284700764184,-0.0007216893275361,-0.0115767363966134,-2.1429610520221685,1007.0,-0.0004026313945503,-0.0425395723449524,221.0,0.4830342830589094,-0.0315358927286033,-1.9848787457664967,63.0,2.0,0.0,FAIL,no blend gain on seen_dev | holdout p=0.4830 not rejected by BH q=0.1 over family n=2,"ts_sum(mul(returns, gt(volume, mul(1.5, ts_mean(volume, 20)))), 5)","ts_sum(mul(returns, gt(volume, mul(1.5, ts_mean(volume, 20)))), 5)",25.0,8.0,0.9998339727787544,,"{""virgin_early"": {""base"": 0.0009197931639400299, ""blend"": 0.001974869804340429}, ""seen_dev"": {""base"": 0.009155008341823595, ""blend"": 0.008433319014287495}, ""holdout"": {""base"": 0.016235835374512134, ""blend"": 0.016239104681049655}, ""fresh"": {""base"": 0.04785158573280019, ""blend"": 0.04532587745575707}}",短期反转_放量日流动性反转,,,,,,,,,-1.0445410911854869,-0.1059076864605276,,,5.0,,,,,,,,,,
2026-09-03,tone_shock_5_60,0f9a6cb0c0f8,cc-miner:cc_20260903_news,positive,screen,0.0038340614411584,1.069236123622178,,,,,,,,,,,,,,screen_fail,,"ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 5) / (ts_sum(news_articles, 5) + 1) - ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 60) / (ts_sum(news_articles, 60) + 1)","sub(div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 5), add(ts_sum(news_articles, 5), 1)), div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 60), add(ts_sum(news_articles, 60), 1)))",60.0,23.0,0.9658489224472412,False,,tone_shock,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-03,tone_level_20,74ea96e862d2,cc-miner:cc_20260903_news,positive,screen,-0.0029864756248086,-0.6286449914732559,,,,,,,,,,,,,,screen_fail,,"ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 20) / (ts_sum(news_articles, 20) + 1)","div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 20), add(ts_sum(news_articles, 20), 1))",20.0,11.0,0.966137665440712,False,,tone_level,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-03,abn_attn_5_60,0d838248eb02,cc-miner:cc_20260903_news,negative,screen,0.0049397851740351,1.312069842315937,,,,,,,,,,,,,,screen_fail,,"log(ts_sum(news_articles, 5) / (ts_mean(news_articles, 60) * 5 + 1))","log(div(ts_sum(news_articles, 5), add(mul(ts_mean(news_articles, 60), 5), 1)))",60.0,8.0,0.9658489224472412,False,,abnormal_attention,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-03,news_price_div_5,15dbc6f5fb6a,cc-miner:cc_20260903_news,positive,screen,0.0125850062583094,1.7336656452431374,,,,,,,,,,,,,,screen_fail,,"rank(ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 5) / (ts_sum(news_articles, 5) + 1) - ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 60) / (ts_sum(news_articles, 60) + 1)) - rank(ts_sum(returns, 5))","sub(rank(sub(div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 5), add(ts_sum(news_articles, 5), 1)), div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 60), add(ts_sum(news_articles, 60), 1)))), rank(ts_sum(returns, 5)))",60.0,28.0,0.9658489224472412,False,,news_price_divergence,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-03,news_mom_5,59c77fe0ece7,cc-miner:cc_20260903_news,positive,screen,0.0043536425677706,1.265954891357681,,,,,,,,,,,,,,screen_fail,,"ts_sum(returns, 5) * (rank(ts_sum(news_articles, 5) / (ts_mean(news_articles, 60) * 5 + 1)) - 0.5)","mul(ts_sum(returns, 5), sub(rank(div(ts_sum(news_articles, 5), add(mul(ts_mean(news_articles, 60), 5), 1))), 0.5))",60.0,12.0,0.9658489224472412,False,,news_vs_no_news_momentum,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-03,tone_mixed_20,5813858c433f,cc-miner:cc_20260903_news,negative,screen,-0.0055759273725893,-1.175615480942122,,,,,,,,,,,,,,screen_fail,,"ts_sum(where(news_articles > 0, abs(news_tone) * news_articles, 0), 20) / (ts_sum(news_articles, 20) + 1) - abs(ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 20) / (ts_sum(news_articles, 20) + 1))","sub(div(ts_sum(where(gt(news_articles, 0), mul(abs(news_tone), news_articles), 0), 20), add(ts_sum(news_articles, 20), 1)), abs(div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 20), add(ts_sum(news_articles, 20), 1))))",20.0,25.0,0.966137665440712,False,,tone_dispersion,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-03,tone_shock_20_120,ed216026cc24,cc-miner:cc_20260903_news,positive,screen,0.0077496360274223,1.878926362693757,,,,,,,,,,,,,,screen_fail,,"ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 20) / (ts_sum(news_articles, 20) + 1) - ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 120) / (ts_sum(news_articles, 120) + 1)","sub(div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 20), add(ts_sum(news_articles, 20), 1)), div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 120), add(ts_sum(news_articles, 120), 1)))",120.0,23.0,0.9654158079570352,False,,tone_shock,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-03,coverage_vs_size,709d00ac4711,cc-miner:cc_20260903_news,negative,screen,0.0068198531599343,1.1179871075504546,,,,,,,,,,,,,,screen_fail,,"rank(log(ts_mean(news_articles, 60))) - rank(log(marketcap))","sub(rank(log(ts_mean(news_articles, 60))), rank(log(marketcap)))",60.0,8.0,0.939717681538134,False,,coverage_level,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-03,tone_shock_20_250,26f885e82fc8,cc-miner:cc_20260903_news,positive,screen,0.0064110583842072,1.4954060439329635,,,,,,,,,,,,,,screen_fail,,"ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 20) / (ts_sum(news_articles, 20) + 1) - ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 250) / (ts_sum(news_articles, 250) + 1)","sub(div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 20), add(ts_sum(news_articles, 20), 1)), div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 250), add(ts_sum(news_articles, 250), 1)))",250.0,23.0,0.9641236830612532,False,,tone_shock,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-03,tone_shock_40_120,d0bca7967610,cc-miner:cc_20260903_news,positive,screen,0.0104536075163093,2.553777586931655,,,,,,,,,,,,,,screen_pass,,"ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 40) / (ts_sum(news_articles, 40) + 1) - ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 120) / (ts_sum(news_articles, 120) + 1)","sub(div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 40), add(ts_sum(news_articles, 40), 1)), div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 120), add(ts_sum(news_articles, 120), 1)))",120.0,23.0,0.9654158079570352,True,,tone_shock,tone_shock_40_120,True,,0.078,incumbent:returns_60d,,2.553777586931655,,,,,False,5.0,,,,,,,,,,
2026-09-03,news_price_div_20,b8b53f21da27,cc-miner:cc_20260903_news,positive,screen,0.0122199278579015,1.493834263407693,,,,,,,,,,,,,,screen_fail,,"rank(ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 20) / (ts_sum(news_articles, 20) + 1) - ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 120) / (ts_sum(news_articles, 120) + 1)) - rank(ts_sum(returns, 20))","sub(rank(sub(div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 20), add(ts_sum(news_articles, 20), 1)), div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 120), add(ts_sum(news_articles, 120), 1)))), rank(ts_sum(returns, 20)))",120.0,28.0,0.9654158079570352,False,,news_price_divergence,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-03,tone_shock_x_quiet,2fcc1b033573,cc-miner:cc_20260903_news,positive,screen,0.0076938071436201,1.9695105365762269,,,,,,,,,,,,,,screen_fail,,"(ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 20) / (ts_sum(news_articles, 20) + 1) - ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 120) / (ts_sum(news_articles, 120) + 1)) * (1 - rank(abs(ts_sum(returns, 20))))","mul(sub(div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 20), add(ts_sum(news_articles, 20), 1)), div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 120), add(ts_sum(news_articles, 120), 1))), sub(1, rank(abs(ts_sum(returns, 20)))))",120.0,29.0,0.9654158079570352,False,,news_price_divergence,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-03,news_mom_20,b7a4625b3f67,cc-miner:cc_20260903_news,positive,screen,0.0036276085783569,0.9788016418779572,,,,,,,,,,,,,,screen_fail,,"ts_sum(returns, 20) * (rank(ts_sum(news_articles, 20) / (ts_mean(news_articles, 120) * 20 + 1)) - 0.5)","mul(ts_sum(returns, 20), sub(rank(div(ts_sum(news_articles, 20), add(mul(ts_mean(news_articles, 120), 20), 1))), 0.5))",120.0,12.0,0.9654158079570352,False,,news_vs_no_news_momentum,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-03,tone_mixed_60,33bee0ff94d0,cc-miner:cc_20260903_news,negative,screen,-0.0035300330345721,-0.6520600764798465,,,,,,,,,,,,,,screen_fail,,"ts_sum(where(news_articles > 0, abs(news_tone) * news_articles, 0), 60) / (ts_sum(news_articles, 60) + 1) - abs(ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 60) / (ts_sum(news_articles, 60) + 1))","sub(div(ts_sum(where(gt(news_articles, 0), mul(abs(news_tone), news_articles), 0), 60), add(ts_sum(news_articles, 60), 1)), abs(div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 60), add(ts_sum(news_articles, 60), 1))))",60.0,25.0,0.9658489224472412,False,,tone_dispersion,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-03,tone_shock_neg_20_120,83a36c9222cd,cc-miner:cc_20260903_news,positive,screen,0.0071334512257811,1.7689821237803465,,,,,,,,,,,,,,screen_fail,,"min(ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 20) / (ts_sum(news_articles, 20) + 1) - ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 120) / (ts_sum(news_articles, 120) + 1), 0)","min(sub(div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 20), add(ts_sum(news_articles, 20), 1)), div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 120), add(ts_sum(news_articles, 120), 1))), 0)",120.0,24.0,0.9654158079570352,False,,tone_shock_negative_asym,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-03,newsday_ret_20,b8ae4b5f8039,cc-miner:cc_20260903_news,positive,screen,-0.00238496880313,-0.4679438595916903,,,,,,,,,,,,,,screen_fail,,"ts_sum(returns * (news_articles > ts_mean(news_articles, 60) * 2 + 1), 20)","ts_sum(mul(returns, gt(news_articles, add(mul(ts_mean(news_articles, 60), 2), 1))), 20)",80.0,9.0,0.9657117695253428,False,,news_vs_no_news_momentum,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-03,tone_shock_40_120_lag5,f607ef704870,cc-miner:cc_20260903_news,positive,screen,0.0093657023763136,2.259053925907543,,,,,,,,,,,,,,screen_pass,,"delay(ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 40) / (ts_sum(news_articles, 40) + 1), 5) - ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 120) / (ts_sum(news_articles, 120) + 1)","sub(delay(div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 40), add(ts_sum(news_articles, 40), 1)), 5), div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 120), add(ts_sum(news_articles, 120), 1)))",120.0,24.0,0.9654158079570352,True,,tone_shock_persistence,tone_shock_40_120,False,tone_shock_40_120,0.836,prior:tone_shock_40_120,0.0016068376076738,0.3958116916922377,prior:tone_shock_40_120,,,,False,5.0,,,,,,,,,,
2026-09-03,tone_shock_x_lowattn,5908f5cfe368,cc-miner:cc_20260903_news,positive,screen,0.0106023300952539,2.5620420671008635,,,,,,,,,,,,,,screen_pass,,"(ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 40) / (ts_sum(news_articles, 40) + 1) - ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 120) / (ts_sum(news_articles, 120) + 1)) * (1.5 - rank(ts_sum(news_articles, 40) / (ts_mean(news_articles, 120) * 40 + 1)))","mul(sub(div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 40), add(ts_sum(news_articles, 40), 1)), div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 120), add(ts_sum(news_articles, 120), 1))), sub(1.5, rank(div(ts_sum(news_articles, 40), add(mul(ts_mean(news_articles, 120), 40), 1)))))",120.0,33.0,0.9654158079570352,True,,limited_attention_underreaction,tone_shock_40_120,False,tone_shock_40_120,0.992,prior:tone_shock_40_120,0.0020703260010265,0.5208306879448916,prior:tone_shock_40_120,,,,False,5.0,,,,,,,,,,
2026-09-03,tone_shock_x_hivol,8e73eced418b,cc-miner:cc_20260903_news,positive,screen,0.0108665182355712,2.4830003924138264,,,,,,,,,,,,,,screen_pass,,"(ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 40) / (ts_sum(news_articles, 40) + 1) - ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 120) / (ts_sum(news_articles, 120) + 1)) * (0.5 + rank(ts_std(returns, 60)))","mul(sub(div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 40), add(ts_sum(news_articles, 40), 1)), div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 120), add(ts_sum(news_articles, 120), 1))), add(0.5, rank(ts_std(returns, 60))))",120.0,28.0,0.9654158079570352,True,,information_uncertainty_tone,tone_shock_40_120,False,tone_shock_40_120,0.99,prior:tone_shock_40_120,0.0042235310685528,0.7091301416842389,prior:tone_shock_40_120,,,,False,5.0,,,,,,,,,,
2026-09-03,tone_shock_x_small,448064056706,cc-miner:cc_20260903_news,positive,screen,0.011319381396849,2.784636935466337,,,,,,,,,,,,,,screen_pass,,"(ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 40) / (ts_sum(news_articles, 40) + 1) - ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 120) / (ts_sum(news_articles, 120) + 1)) * (1.5 - rank(log(marketcap)))","mul(sub(div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 40), add(ts_sum(news_articles, 40), 1)), div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 120), add(ts_sum(news_articles, 120), 1))), sub(1.5, rank(log(marketcap))))",120.0,28.0,0.9392845670479276,True,,size_moderated_tone,tone_shock_40_120,False,tone_shock_40_120,0.992,batch:tone_shock_x_lowcov,0.002794986006501,0.6879340927503833,batch:tone_shock_x_lowcov,,,,False,5.0,,,,,,,,,,
2026-09-03,tone_shock_x_lowcov,797e7030caf8,cc-miner:cc_20260903_news,positive,screen,0.0102147771831832,2.5694992967753443,,,,,,,,,,,,,,screen_pass,,"(ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 40) / (ts_sum(news_articles, 40) + 1) - ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 120) / (ts_sum(news_articles, 120) + 1)) * (1.5 - rank(log(ts_mean(news_articles, 120))))","mul(sub(div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 40), add(ts_sum(news_articles, 40), 1)), div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 120), add(ts_sum(news_articles, 120), 1))), sub(1.5, rank(log(ts_mean(news_articles, 120)))))",120.0,29.0,0.9654158079570352,True,,limited_attention_underreaction,tone_shock_40_120,False,tone_shock_40_120,0.992,batch:tone_shock_x_small,-0.0006622550977777,-0.1723257688979979,batch:tone_shock_x_small,,,,False,5.0,,,,,,,,,,
2026-09-03,tone_shock_40_120,d0bca7967610,cc-miner:cc_20260903_news,positive,full,0.0106154402096116,2.59843822770149,0.0008283806552301,-0.0002049857910564,-0.0582122889535529,1007.0,0.0024595711122729,0.2870256323060131,221.0,0.3870463469328825,0.0262316225610131,1.6577386293630696,63.0,4.0,0.0,FAIL,structural: pooled p=0.3165 not rejected by BH q=0.1 over family n=4 | probation: recent p=0.1553 not rejected by BH q=0.1 over family n=4,"ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 40) / (ts_sum(news_articles, 40) + 1) - ts_sum(where(news_articles > 0, news_tone * news_articles, 0), 120) / (ts_sum(news_articles, 120) + 1)","sub(div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 40), add(ts_sum(news_articles, 40), 1)), div(ts_sum(where(gt(news_articles, 0), mul(news_tone, news_articles), 0), 120), add(ts_sum(news_articles, 120), 1)))",120.0,23.0,0.9654158079570352,,"{""virgin_early"": {""base"": 0.0009197931639400299, ""blend"": 0.0035344505177271586}, ""seen_dev"": {""base"": 0.009155008341823595, ""blend"": 0.009983388997053777}, ""holdout"": {""base"": 0.016235835374512134, ""blend"": 0.016936089965197812}, ""fresh"": {""base"": 0.04785158573280019, ""blend"": 0.04930027429230888}}",tone_shock,,,,,,,,,0.5810270788686223,-0.2278106181973295,,,5.0,0.0015412368284757,0.477558619406561,1291.0,0.3164821946500367,0.0077329487223807,1.0139730422764246,284.0,0.1552978078987838,,v3 (pre-registered 2026-09-04): A literature = Sidak FWER 5% on two-sided holdout t; B mined = two adoption paths in one BH family (q=0.10): structural = pooled unseen-tier p (virgin+holdout+fresh) + >=2 tiers positive + recent not negative; probation = recent (holdout+fresh) p + holdout and fresh positive; both need dev blend gain > 0 and the negative-tier veto
2026-09-04,ins_net_cnt_120,28d842d27e11,cc-miner:cc_20260904_insider_short,positive,screen,-0.0122224671053359,-1.378489310478605,,,,,,,,,,,,,,screen_fail,,"ts_sum(insider_buys, 120) - ts_sum(insider_sells, 120)","sub(ts_sum(insider_buys, 120), ts_sum(insider_sells, 120))",120.0,5.0,0.9759585365061376,False,,insider_net_buying,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-04,ins_buys_250,90f6e9e7aa7a,cc-miner:cc_20260904_insider_short,positive,screen,-0.0011233673998353,-0.2081532787144728,,,,,,,,,,,,,,screen_fail,,"ts_sum(insider_buys, 250)","ts_sum(insider_buys, 250)",250.0,2.0,0.9746664116103556,False,,insider_net_buying,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-04,ins_cluster_40,807cb0a7c138,cc-miner:cc_20260904_insider_short,positive,screen,-0.0015813378512114,-0.356989568214531,,,,,,,,,,,,,,screen_fail,,"ts_sum(insider_buys, 40)","ts_sum(insider_buys, 40)",40.0,2.0,0.9765360224930792,False,,insider_cluster_buying,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-04,dtc_level,a71b268045c3,cc-miner:cc_20260904_insider_short,negative,screen,-0.0159299404003564,-2.9021244423698005,,,,,,,,,,,,,,screen_pass,,days_to_cover,days_to_cover,0.0,1.0,0.9982819791888488,True,,short_interest_level,dtc_level,True,,0.585,batch:sr_level,-0.0076987248090689,-0.877954690068139,batch:sr_level,,,,False,5.0,,,,,,,,,,
2026-09-04,sr_level,9db83e9fe455,cc-miner:cc_20260904_insider_short,negative,screen,-0.0202654637877348,-2.3095386961536595,,,,,,,,,,,,,,screen_pass,,short_ratio,short_ratio,0.0,1.0,0.9721904404413436,True,,short_interest_level,sr_level,True,,0.585,batch:dtc_level,-0.0141882185456115,-1.2300238304982267,batch:dtc_level,,,,False,5.0,,,,,,,,,,
2026-09-04,sr_delta_21,b43091c975ba,cc-miner:cc_20260904_insider_short,negative,screen,-0.0007550695836776,-0.173977655545803,,,,,,,,,,,,,,screen_fail,,"delta(short_ratio, 21)","delta(short_ratio, 21)",21.0,2.0,0.9712051049761246,False,,short_interest_change,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-04,si_diverge_60,5678d0132613,cc-miner:cc_20260904_insider_short,positive,screen,-0.0022042430354179,-0.4466475362831748,,,,,,,,,,,,,,screen_fail,,"mul(gt(ts_sum(insider_buys, 60), 0), rank(short_ratio))","mul(gt(ts_sum(insider_buys, 60), 0), rank(short_ratio))",60.0,6.0,0.955919772759264,False,,short_vs_insider,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-04,dtc_x_mom20,d3a55904acad,cc-miner:cc_20260904_insider_short,positive,screen,-0.0038949030947998,-0.3930802544791759,,,,,,,,,,,,,,screen_fail,,"mul(rank(days_to_cover), ts_sum(returns, 20))","mul(rank(days_to_cover), ts_sum(returns, 20))",21.0,5.0,0.9981376076921132,False,,short_momentum_interaction,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-04,si_level_ranksum,bd2f80c82cf8,cc-miner:cc_20260904_insider_short,negative,screen,-0.0203550156255858,-3.383882752578784,,,,,,,,,,,,,,screen_pass,,"add(rank(days_to_cover), rank(short_ratio))","add(rank(days_to_cover), rank(short_ratio))",0.0,5.0,0.9721904404413436,True,,short_interest_level,dtc_level,False,dtc_level,0.888,prior:dtc_level,-0.0129638706671771,-1.1344484137610755,prior:dtc_level,,,,False,5.0,,,,,,,,,,
2026-09-04,sr_over_turn60,c35c038fcab8,cc-miner:cc_20260904_insider_short,negative,screen,-0.0248551875810649,-3.9206334090521215,,,,,,,,,,,,,,screen_pass,,"div(short_ratio, ts_mean(turnover, 60))","div(short_ratio, ts_mean(turnover, 60))",60.0,4.0,0.9704182803189166,True,,short_interest_level,dtc_level,False,dtc_level,0.852,prior:dtc_level,-0.0178421922931656,-2.74419984285918,prior:dtc_level,,,,False,5.0,,,,,,,,,,
2026-09-04,sr_pct_42,9d0141ab2658,cc-miner:cc_20260904_insider_short,negative,screen,0.0043064739540116,0.9798761442694276,,,,,,,,,,,,,,screen_fail,,"pct_change(short_ratio, 42)","pct_change(short_ratio, 42)",42.0,2.0,0.970205332361232,False,,short_interest_change,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-04,dtc_z60,0a99e581d583,cc-miner:cc_20260904_insider_short,negative,screen,0.0033758324773549,0.7000489545620302,,,,,,,,,,,,,,screen_fail,,"ts_zscore(days_to_cover, 60)","ts_zscore(days_to_cover, 60)",60.0,2.0,0.9907782706460264,False,,short_interest_change,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-04,ins_netfrac_60,da669e81cfe7,cc-miner:cc_20260904_insider_short,positive,screen,-0.0020207328652223,-0.2687978022661378,,,,,,,,,,,,,,screen_fail,,"ts_sum(insider_net_frac, 60)","ts_sum(insider_net_frac, 60)",60.0,2.0,0.9564575565846036,False,,insider_net_buying,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-04,ins_buy_after_drop_60,7bfbedd8dc43,cc-miner:cc_20260904_insider_short,positive,screen,-0.0063764414885697,-1.164314507122519,,,,,,,,,,,,,,screen_fail,,"mul(ts_sum(insider_buys, 60), neg(ts_sum(returns, 60)))","mul(ts_sum(insider_buys, 60), neg(ts_sum(returns, 60)))",61.0,6.0,0.9763844324215072,False,,insider_contrarian_buying,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-04,si_agree_60,1768398e4e51,cc-miner:cc_20260904_insider_short,negative,screen,-0.0093548744125468,-1.347273648222911,,,,,,,,,,,,,,screen_fail,,"mul(rank(short_ratio), rank(ts_sum(insider_sells, 60)))","mul(rank(short_ratio), rank(ts_sum(insider_sells, 60)))",60.0,6.0,0.955919772759264,False,,short_vs_insider,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-04,dtc_x_loser20,416938e852f5,cc-miner:cc_20260904_insider_short,positive,screen,-0.0010386227235005,-0.1132050251796617,,,,,,,,,,,,,,screen_fail,,"mul(rank(days_to_cover), min(ts_sum(returns, 20), 0))","mul(rank(days_to_cover), min(ts_sum(returns, 20), 0))",21.0,6.0,0.9981376076921132,False,,short_momentum_interaction,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-04,turn60_control,79add98d8426,cc-miner:cc_20260904_insider_short,negative,screen,-0.0063316951862257,-0.561240496599661,,,,,,,,,,,,,,screen_fail,,"ts_mean(turnover, 60)","ts_mean(turnover, 60)",60.0,2.0,0.9720893803936288,False,,turnover_level_control,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-04,ins_buy_event_10,b31c9a1e6aab,cc-miner:cc_20260904_insider_short,positive,screen,-0.0016785590159244,-0.4802357282457993,,,,,,,,,,,,,,screen_fail,,"ts_sum(insider_buys, 10)","ts_sum(insider_buys, 10)",10.0,2.0,0.9767525797381824,False,,insider_filing_event,,,,,,,,,,,,False,5.0,,,,,,,,,,
2026-09-04,dtc_level,a71b268045c3,cc-miner:cc_20260904_insider_short,negative,full,-0.0159046495771078,-2.8980613489049616,-0.0001031295512764,-0.0102185924984573,-1.7259792102148392,997.0,-0.0306911017454805,-2.886339820136371,221.0,0.0019487554196914,0.0200618793136043,0.6852353497455026,63.0,6.0,0.0092050784375215,FAIL,no blend gain on seen_dev,days_to_cover,days_to_cover,0.0,1.0,0.9982819791888488,,"{""virgin_early"": {""base"": 0.0009197931639400299, ""blend"": 0.0016429078306083942}, ""seen_dev"": {""base"": 0.009155008341823595, ""blend"": 0.009051878790547177}, ""holdout"": {""base"": 0.016235835374512134, ""blend"": 0.014116302147735788}, ""fresh"": {""base"": 0.04785158573280019, ""blend"": 0.04668602895460212}}",short_interest_level,,,,,,,,,0.6772134804105616,0.2159882453163699,,,5.0,-0.0122613363075379,-2.357263927449324,1281.0,0.0092050784375215,-0.0194325179189933,-1.7917446233263303,284.0,0.0365869414938482,,v3 (pre-registered 2026-09-04): A literature = Sidak FWER 5% on two-sided holdout t; B mined = two adoption paths in one BH family (q=0.10): structural = pooled unseen-tier p (virgin+holdout+fresh) + >=2 tiers positive + recent not negative; probation = recent (holdout+fresh) p + holdout and fresh positive; both need dev blend gain > 0 and the negative-tier veto
2026-09-04,dtc_level20,64ee348b5871,cc-miner:cc_20260904_h20_monthly,negative,screen,-0.0359089000576447,-3.837063648090029,,,,,,,,,,,,,,screen_pass,,days_to_cover,days_to_cover,0.0,1.0,0.9982819791888488,True,,short_interest_level,si_ranksum20,False,si_ranksum20,0.888,batch:si_ranksum20,0.005090877606217,0.2880913799716937,batch:si_ranksum20,,,,False,20.0,,,,,,,,,,
